26-03-2020,Goa,0,0,3
27-03-2020,Goa,0,0,3
28-03-2020,Goa,0,0,3
29-03-2020,Goa,0,0,5
30-03-2020,Goa,0,0,5
31-03-2020,Goa,0,0,5
01-04-2020,Goa,0,0,5
02-04-2020,Goa,0,0,5
03-04-2020,Goa,0,0,6
04-04-2020,Goa,0,0,7
05-04-2020,Goa,0,0,7
06-04-2020,Goa,0,0,7
07-04-2020,Goa,0,0,7
08-04-2020,Goa,0,0,7
09-04-2020,Goa,0,0,7
10-04-2020,Goa,1,0,7
11-04-2020,Goa,1,0,7
12-04-2020,Goa,5,0,7
13-04-2020,Goa,5,0,7
14-04-2020,Goa,5,0,7
15-04-2020,Goa,5,0,7
16-04-2020,Goa,5,0,7
17-04-2020,Goa,6,0,7
18-04-2020,Goa,6,0,7
19-04-2020,Goa,6,0,7
20-04-2020,Goa,7,0,7
21-04-2020,Goa,7,0,7
22-04-2020,Goa,7,0,7
23-04-2020,Goa,7,0,7
24-04-2020,Goa,7,0,7
25-04-2020,Goa,7,0,7
26-04-2020,Goa,7,0,7
27-04-2020,Goa,7,0,7
28-04-2020,Goa,7,0,7
29-04-2020,Goa,7,0,7
30-04-2020,Goa,7,0,7
01-05-2020,Goa,7,0,7
02-05-2020,Goa,7,0,7
03-05-2020,Goa,7,0,7
04-05-2020,Goa,7,0,7
05-05-2020,Goa,7,0,7
06-05-2020,Goa,7,0,7
07-05-2020,Goa,7,0,7
08-05-2020,Goa,7,0,7
09-05-2020,Goa,7,0,7
10-05-2020,Goa,7,0,7
11-05-2020,Goa,7,0,7
12-05-2020,Goa,7,0,7
13-05-2020,Goa,7,0,7
14-05-2020,Goa,7,0,7
15-05-2020,Goa,7,0,14
16-05-2020,Goa,7,0,15
17-05-2020,Goa,7,0,17
18-05-2020,Goa,7,0,29
19-05-2020,Goa,7,0,38
20-05-2020,Goa,7,0,46
21-05-2020,Goa,7,0,50
22-05-2020,Goa,7,0,52
23-05-2020,Goa,16,0,54
24-05-2020,Goa,16,0,55
25-05-2020,Goa,19,0,66
26-05-2020,Goa,19,0,67
27-05-2020,Goa,28,0,67
28-05-2020,Goa,37,0,68
29-05-2020,Goa,38,0,69
30-05-2020,Goa,41,0,69
31-05-2020,Goa,41,0,70
01-06-2020,Goa,42,0,70
02-06-2020,Goa,42,0,71
03-06-2020,Goa,57,0,79
04-06-2020,Goa,57,0,79
05-06-2020,Goa,57,0,166
06-06-2020,Goa,65,0,196
07-06-2020,Goa,65,0,267
08-06-2020,Goa,65,0,300
09-06-2020,Goa,67,0,330
10-06-2020,Goa,67,0,359
11-06-2020,Goa,67,0,387
12-06-2020,Goa,67,0,417
13-06-2020,Goa,69,0,463
14-06-2020,Goa,70,0,523
15-06-2020,Goa,74,0,564
16-06-2020,Goa,85,0,592
17-06-2020,Goa,85,0,629
18-06-2020,Goa,96,0,656
19-06-2020,Goa,109,0,705
20-06-2020,Goa,118,0,725
21-06-2020,Goa,129,0,754
22-06-2020,Goa,129,0,754
23-06-2020,Goa,152,1,864
24-06-2020,Goa,205,1,909
25-06-2020,Goa,289,2,951
26-06-2020,Goa,335,2,995
27-06-2020,Goa,370,2,1039
28-06-2020,Goa,420,2,1128
29-06-2020,Goa,478,3,1198
30-06-2020,Goa,478,3,1198
01-07-2020,Goa,596,3,1315
02-07-2020,Goa,670,4,1387
03-07-2020,Goa,734,4,1482
04-07-2020,Goa,734,4,1482
05-07-2020,Goa,825,6,1684
06-07-2020,Goa,936,7,1761
07-07-2020,Goa,1061,7,1813
08-07-2020,Goa,1156,8,1903
09-07-2020,Goa,1207,8,2039
10-07-2020,Goa,1273,9,2151
11-07-2020,Goa,1347,9,2251
12-07-2020,Goa,1428,12,2368
13-07-2020,Goa,1487,14,2453
14-07-2020,Goa,1540,17,2583
15-07-2020,Goa,1607,18,2753
16-07-2020,Goa,1674,18,2951
17-07-2020,Goa,1817,19,3108
18-07-2020,Goa,1946,21,3304
19-07-2020,Goa,2038,21,3484
20-07-2020,Goa,2218,22,3657
21-07-2020,Goa,2361,23,3853
22-07-2020,Goa,2449,26,4027
23-07-2020,Goa,2541,28,4176
24-07-2020,Goa,2655,29,4350
25-07-2020,Goa,2865,29,4540
26-07-2020,Goa,3047,33,4686
27-07-2020,Goa,3277,35,4861
28-07-2020,Goa,3410,36,5119
29-07-2020,Goa,3595,36,5287
30-07-2020,Goa,3784,39,5489
31-07-2020,Goa,4005,42,5704
01-08-2020,Goa,4211,45,5913
02-08-2020,Goa,4438,48,6193
03-08-2020,Goa,4668,53,6530
04-08-2020,Goa,4876,56,6816
05-08-2020,Goa,5114,60,7075
06-08-2020,Goa,5287,64,7423
07-08-2020,Goa,5453,66,7614
08-08-2020,Goa,5595,70,7947
09-08-2020,Goa,5802,72,8206
10-08-2020,Goa,5995,75,8712
11-08-2020,Goa,6208,80,9029
12-08-2020,Goa,6480,86,9444
13-08-2020,Goa,6641,89,9924
14-08-2020,Goa,6912,91,10494
15-08-2020,Goa,7157,93,10970
16-08-2020,Goa,7488,98,11339
17-08-2020,Goa,7775,104,11639
18-08-2020,Goa,8058,111,11994
19-08-2020,Goa,8356,116,12333
20-08-2020,Goa,8713,124,12675
21-08-2020,Goa,9063,126,13099
22-08-2020,Goa,9540,135,13484
23-08-2020,Goa,10019,140,13790
24-08-2020,Goa,10472,144,13999
25-08-2020,Goa,10909,148,14138
26-08-2020,Goa,11224,157,14530
27-08-2020,Goa,11511,165,15027
28-08-2020,Goa,11867,171,15483
29-08-2020,Goa,12296,175,16006
30-08-2020,Goa,12729,178,16553
31-08-2020,Goa,13186,183,17004
01-09-2020,Goa,13577,192,17418
02-09-2020,Goa,13850,194,18006
03-09-2020,Goa,14059,204,18642
04-09-2020,Goa,14361,212,19355
05-09-2020,Goa,14747,220,19863
06-09-2020,Goa,15281,229,20455
07-09-2020,Goa,15839,236,20829
08-09-2020,Goa,16427,245,21173
09-09-2020,Goa,16875,256,21630
10-09-2020,Goa,17156,262,22251
11-09-2020,Goa,17592,268,22890
12-09-2020,Goa,18065,276,23445
13-09-2020,Goa,18576,286,24185
14-09-2020,Goa,19129,290,24592
15-09-2020,Goa,19648,304,24898
16-09-2020,Goa,20094,315,25511
17-09-2020,Goa,20445,319,26139
18-09-2020,Goa,20844,327,26783
19-09-2020,Goa,21314,335,27379
20-09-2020,Goa,21760,342,28022
21-09-2020,Goa,22297,351,28429
22-09-2020,Goa,22726,360,28753
23-09-2020,Goa,23462,368,29343
24-09-2020,Goa,23857,376,29879
25-09-2020,Goa,24347,383,30552
26-09-2020,Goa,25071,386,31071
27-09-2020,Goa,25759,391,31574
28-09-2020,Goa,26460,401,31958
29-09-2020,Goa,27072,407,32396
30-09-2020,Goa,27781,419,32777
01-10-2020,Goa,28125,428,33418
02-10-2020,Goa,28525,440,33942
03-10-2020,Goa,29004,442,34455
04-10-2020,Goa,29527,450,34900
05-10-2020,Goa,30033,456,35328
06-10-2020,Goa,30456,460,35719
07-10-2020,Goa,31050,468,36238
08-10-2020,Goa,31444,477,36670
09-10-2020,Goa,31902,484,37102
10-10-2020,Goa,32317,491,37591
11-10-2020,Goa,32777,499,37934
12-10-2020,Goa,33203,507,38366
13-10-2020,Goa,33698,511,38674
14-10-2020,Goa,34252,514,39082
15-10-2020,Goa,34731,519,39438
16-10-2020,Goa,35161,525,39770
17-10-2020,Goa,35610,531,40091
18-10-2020,Goa,36035,538,40400
19-10-2020,Goa,36395,544,40587
20-10-2020,Goa,36914,549,40746
21-10-2020,Goa,37275,555,41031
22-10-2020,Goa,37683,557,41339
23-10-2020,Goa,38031,564,41586
24-10-2020,Goa,38421,568,41813
25-10-2020,Goa,38769,570,42031
26-10-2020,Goa,39090,576,42242
27-10-2020,Goa,39433,582,42532
28-10-2020,Goa,39778,585,42747
29-10-2020,Goa,39974,592,42968
30-10-2020,Goa,40168,597,43201
31-10-2020,Goa,40409,602,43416
01-11-2020,Goa,40678,604,43626
02-11-2020,Goa,40915,609,43768
03-11-2020,Goa,41123,616,43954
04-11-2020,Goa,41362,618,44189
05-11-2020,Goa,41611,626,44372
06-11-2020,Goa,41849,630,44544
07-11-2020,Goa,42056,633,44747
08-11-2020,Goa,42239,641,44916
09-11-2020,Goa,42446,643,45065
10-11-2020,Goa,42678,647,45209
11-11-2020,Goa,42877,651,45389
12-11-2020,Goa,43029,656,45498
13-11-2020,Goa,43221,656,45605
