21-03-2020,Madhya Pradesh,0,0,4
22-03-2020,Madhya Pradesh,0,0,4
23-03-2020,Madhya Pradesh,0,0,6
24-03-2020,Madhya Pradesh,0,0,7
25-03-2020,Madhya Pradesh,0,0,14
26-03-2020,Madhya Pradesh,0,1,20
27-03-2020,Madhya Pradesh,0,1,20
28-03-2020,Madhya Pradesh,0,2,30
29-03-2020,Madhya Pradesh,0,2,30
30-03-2020,Madhya Pradesh,0,3,47
31-03-2020,Madhya Pradesh,0,3,47
01-04-2020,Madhya Pradesh,0,3,66
02-04-2020,Madhya Pradesh,0,6,99
03-04-2020,Madhya Pradesh,0,6,104
04-04-2020,Madhya Pradesh,0,6,104
05-04-2020,Madhya Pradesh,0,9,165
06-04-2020,Madhya Pradesh,0,9,165
07-04-2020,Madhya Pradesh,0,13,229
08-04-2020,Madhya Pradesh,0,13,229
09-04-2020,Madhya Pradesh,0,16,259
10-04-2020,Madhya Pradesh,0,16,259
11-04-2020,Madhya Pradesh,0,33,443
12-04-2020,Madhya Pradesh,0,36,564
13-04-2020,Madhya Pradesh,44,43,604
14-04-2020,Madhya Pradesh,51,50,730
15-04-2020,Madhya Pradesh,64,53,987
16-04-2020,Madhya Pradesh,64,53,1120
17-04-2020,Madhya Pradesh,65,57,1308
18-04-2020,Madhya Pradesh,69,69,1355
19-04-2020,Madhya Pradesh,127,70,1407
20-04-2020,Madhya Pradesh,127,74,1485
21-04-2020,Madhya Pradesh,127,76,1540
22-04-2020,Madhya Pradesh,148,80,1592
23-04-2020,Madhya Pradesh,148,81,1695
24-04-2020,Madhya Pradesh,203,83,1852
25-04-2020,Madhya Pradesh,210,92,1952
26-04-2020,Madhya Pradesh,210,99,2096
27-04-2020,Madhya Pradesh,302,106,2168
28-04-2020,Madhya Pradesh,361,113,2368
29-04-2020,Madhya Pradesh,377,119,2561
30-04-2020,Madhya Pradesh,461,130,2660
01-05-2020,Madhya Pradesh,482,137,2719
02-05-2020,Madhya Pradesh,524,145,2719
03-05-2020,Madhya Pradesh,798,156,2846
04-05-2020,Madhya Pradesh,798,165,2942
05-05-2020,Madhya Pradesh,1000,176,3049
06-05-2020,Madhya Pradesh,1000,176,3049
07-05-2020,Madhya Pradesh,1099,185,3138
08-05-2020,Madhya Pradesh,1231,193,3252
09-05-2020,Madhya Pradesh,1349,200,3341
10-05-2020,Madhya Pradesh,1676,215,3614
11-05-2020,Madhya Pradesh,1676,215,3614
12-05-2020,Madhya Pradesh,1747,221,3785
13-05-2020,Madhya Pradesh,1860,225,3986
14-05-2020,Madhya Pradesh,2004,232,4173
15-05-2020,Madhya Pradesh,2171,237,4426
16-05-2020,Madhya Pradesh,2283,239,4595
17-05-2020,Madhya Pradesh,2315,243,4789
18-05-2020,Madhya Pradesh,2403,248,4977
19-05-2020,Madhya Pradesh,2435,252,5236
20-05-2020,Madhya Pradesh,2630,258,5465
21-05-2020,Madhya Pradesh,2733,267,5735
22-05-2020,Madhya Pradesh,2843,270,5981
23-05-2020,Madhya Pradesh,3089,272,6170
24-05-2020,Madhya Pradesh,3267,281,6371
25-05-2020,Madhya Pradesh,3408,290,6665
26-05-2020,Madhya Pradesh,3571,300,6859
27-05-2020,Madhya Pradesh,3689,305,7024
28-05-2020,Madhya Pradesh,3927,313,7261
29-05-2020,Madhya Pradesh,4050,321,7453
30-05-2020,Madhya Pradesh,4269,334,7645
31-05-2020,Madhya Pradesh,4444,343,7891
01-06-2020,Madhya Pradesh,4842,350,8089
02-06-2020,Madhya Pradesh,5003,358,8283
03-06-2020,Madhya Pradesh,5221,364,8420
04-06-2020,Madhya Pradesh,5445,371,8588
05-06-2020,Madhya Pradesh,5637,377,8762
06-06-2020,Madhya Pradesh,5878,384,8996
07-06-2020,Madhya Pradesh,6108,399,9228
08-06-2020,Madhya Pradesh,6331,412,9401
09-06-2020,Madhya Pradesh,6536,414,9638
10-06-2020,Madhya Pradesh,6729,420,9849
11-06-2020,Madhya Pradesh,6892,427,10049
12-06-2020,Madhya Pradesh,7042,431,10241
13-06-2020,Madhya Pradesh,7201,440,10443
14-06-2020,Madhya Pradesh,7377,447,10641
15-06-2020,Madhya Pradesh,7677,459,10802
16-06-2020,Madhya Pradesh,7903,465,10935
17-06-2020,Madhya Pradesh,8152,476,11083
18-06-2020,Madhya Pradesh,8388,482,11244
19-06-2020,Madhya Pradesh,8632,486,11426
20-06-2020,Madhya Pradesh,8748,495,11582
21-06-2020,Madhya Pradesh,8880,501,11724
22-06-2020,Madhya Pradesh,9015,515,11903
23-06-2020,Madhya Pradesh,9215,521,12078
24-06-2020,Madhya Pradesh,9335,525,12261
25-06-2020,Madhya Pradesh,9473,534,12448
26-06-2020,Madhya Pradesh,9619,542,12596
27-06-2020,Madhya Pradesh,9804,546,12798
28-06-2020,Madhya Pradesh,9971,550,12965
29-06-2020,Madhya Pradesh,10084,557,13186
30-06-2020,Madhya Pradesh,10199,564,13370
01-07-2020,Madhya Pradesh,10395,572,13593
02-07-2020,Madhya Pradesh,10655,581,13861
03-07-2020,Madhya Pradesh,10815,589,14106
04-07-2020,Madhya Pradesh,11049,593,14297
05-07-2020,Madhya Pradesh,11234,598,14604
06-07-2020,Madhya Pradesh,11411,608,14930
07-07-2020,Madhya Pradesh,11579,617,15284
08-07-2020,Madhya Pradesh,11768,622,15627
09-07-2020,Madhya Pradesh,11987,629,16036
10-07-2020,Madhya Pradesh,12232,634,16341
11-07-2020,Madhya Pradesh,12481,638,16657
12-07-2020,Madhya Pradesh,12679,644,17201
13-07-2020,Madhya Pradesh,12876,653,17632
14-07-2020,Madhya Pradesh,13208,663,18207
15-07-2020,Madhya Pradesh,13575,673,19005
16-07-2020,Madhya Pradesh,13908,682,19643
17-07-2020,Madhya Pradesh,14127,689,20378
18-07-2020,Madhya Pradesh,14514,697,21081
19-07-2020,Madhya Pradesh,14864,706,21763
20-07-2020,Madhya Pradesh,15311,721,22600
21-07-2020,Madhya Pradesh,15684,738,23310
22-07-2020,Madhya Pradesh,16257,756,24095
23-07-2020,Madhya Pradesh,16836,770,24842
24-07-2020,Madhya Pradesh,17359,780,25474
25-07-2020,Madhya Pradesh,17866,791,26210
26-07-2020,Madhya Pradesh,18488,799,26926
27-07-2020,Madhya Pradesh,19132,811,27800
28-07-2020,Madhya Pradesh,19791,820,28589
29-07-2020,Madhya Pradesh,20343,830,29217
