19-03-2020,Chandigarh,0,0,1
20-03-2020,Chandigarh,0,0,1
21-03-2020,Chandigarh,0,0,1
22-03-2020,Chandigarh,0,0,5
23-03-2020,Chandigarh,0,0,6
24-03-2020,Chandigarh,0,0,7
25-03-2020,Chandigarh,0,0,7
26-03-2020,Chandigarh,0,0,7
27-03-2020,Chandigarh,0,0,7
28-03-2020,Chandigarh,0,0,8
29-03-2020,Chandigarh,0,0,8
30-03-2020,Chandigarh,0,0,8
31-03-2020,Chandigarh,0,0,13
01-04-2020,Chandigarh,0,0,16
02-04-2020,Chandigarh,0,0,16
03-04-2020,Chandigarh,0,0,18
04-04-2020,Chandigarh,0,0,18
05-04-2020,Chandigarh,0,0,18
06-04-2020,Chandigarh,0,0,18
07-04-2020,Chandigarh,7,0,18
08-04-2020,Chandigarh,7,0,18
09-04-2020,Chandigarh,7,0,18
10-04-2020,Chandigarh,7,0,18
11-04-2020,Chandigarh,7,0,18
12-04-2020,Chandigarh,7,0,19
13-04-2020,Chandigarh,7,0,21
14-04-2020,Chandigarh,7,0,21
15-04-2020,Chandigarh,7,0,21
16-04-2020,Chandigarh,7,0,21
17-04-2020,Chandigarh,9,0,21
18-04-2020,Chandigarh,9,0,21
19-04-2020,Chandigarh,10,0,23
20-04-2020,Chandigarh,13,0,26
21-04-2020,Chandigarh,13,0,26
22-04-2020,Chandigarh,14,0,27
23-04-2020,Chandigarh,14,0,27
24-04-2020,Chandigarh,14,0,27
25-04-2020,Chandigarh,15,0,28
26-04-2020,Chandigarh,17,0,30
27-04-2020,Chandigarh,17,0,30
28-04-2020,Chandigarh,17,0,40
29-04-2020,Chandigarh,17,0,56
30-04-2020,Chandigarh,17,0,56
01-05-2020,Chandigarh,17,0,56
02-05-2020,Chandigarh,17,0,88
03-05-2020,Chandigarh,19,0,94
04-05-2020,Chandigarh,19,0,94
05-05-2020,Chandigarh,21,1,102
06-05-2020,Chandigarh,21,1,111
07-05-2020,Chandigarh,21,1,120
08-05-2020,Chandigarh,21,1,135
09-05-2020,Chandigarh,21,1,150
10-05-2020,Chandigarh,24,2,169
11-05-2020,Chandigarh,24,2,169
12-05-2020,Chandigarh,24,2,174
13-05-2020,Chandigarh,28,3,187
14-05-2020,Chandigarh,28,3,187
15-05-2020,Chandigarh,37,3,191
16-05-2020,Chandigarh,37,3,191
17-05-2020,Chandigarh,51,3,191
18-05-2020,Chandigarh,51,3,191
19-05-2020,Chandigarh,54,3,196
20-05-2020,Chandigarh,57,3,200
21-05-2020,Chandigarh,57,3,202
22-05-2020,Chandigarh,139,3,217
23-05-2020,Chandigarh,178,3,218
24-05-2020,Chandigarh,179,3,225
25-05-2020,Chandigarh,186,3,238
26-05-2020,Chandigarh,186,3,238
27-05-2020,Chandigarh,187,4,266
28-05-2020,Chandigarh,187,4,279
29-05-2020,Chandigarh,189,4,288
30-05-2020,Chandigarh,189,4,289
31-05-2020,Chandigarh,189,4,289
01-06-2020,Chandigarh,199,4,293
02-06-2020,Chandigarh,199,4,294
03-06-2020,Chandigarh,214,5,301
04-06-2020,Chandigarh,214,5,301
05-06-2020,Chandigarh,214,5,301
06-06-2020,Chandigarh,222,5,304
07-06-2020,Chandigarh,273,5,309
08-06-2020,Chandigarh,273,5,314
09-06-2020,Chandigarh,273,5,317
10-06-2020,Chandigarh,286,5,323
11-06-2020,Chandigarh,286,5,327
12-06-2020,Chandigarh,286,5,332
13-06-2020,Chandigarh,286,5,334
14-06-2020,Chandigarh,286,5,345
15-06-2020,Chandigarh,293,5,352
16-06-2020,Chandigarh,296,6,354
17-06-2020,Chandigarh,302,6,358
18-06-2020,Chandigarh,303,6,368
19-06-2020,Chandigarh,306,6,374
20-06-2020,Chandigarh,315,6,381
21-06-2020,Chandigarh,316,6,404
22-06-2020,Chandigarh,316,6,406
23-06-2020,Chandigarh,322,6,411
24-06-2020,Chandigarh,322,6,418
25-06-2020,Chandigarh,323,6,420
26-06-2020,Chandigarh,329,6,423
27-06-2020,Chandigarh,335,6,425
28-06-2020,Chandigarh,335,6,428
29-06-2020,Chandigarh,336,6,429
30-06-2020,Chandigarh,349,6,435
01-07-2020,Chandigarh,364,6,440
02-07-2020,Chandigarh,367,6,446
03-07-2020,Chandigarh,389,6,450
04-07-2020,Chandigarh,393,6,457
05-07-2020,Chandigarh,395,6,460
06-07-2020,Chandigarh,395,6,466
07-07-2020,Chandigarh,401,6,489
08-07-2020,Chandigarh,401,7,494
09-07-2020,Chandigarh,402,7,513
10-07-2020,Chandigarh,403,7,523
11-07-2020,Chandigarh,408,7,539
12-07-2020,Chandigarh,413,7,555
13-07-2020,Chandigarh,417,8,559
14-07-2020,Chandigarh,423,8,588
15-07-2020,Chandigarh,446,10,600
16-07-2020,Chandigarh,459,11,625
17-07-2020,Chandigarh,476,11,651
18-07-2020,Chandigarh,480,11,660
